,BuildingType,ComplianceStatus,ENERGYSTARScore,Electricity(kBtu),LargestPropertyUseType,NaturalGas(kBtu),Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SourceEUI(kBtu/sf),SteamUse(kBtu),YearBuilt,TotalEmissionGES
2545,NonResidential,Compliant,,594535.0,Other - Entertainment/Public Assembly,1447402.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Other,22960,0,88.9,2041912.0,147.5,0.0,1961,81.02
2546,Multifamily MR (5-9),Compliant,95.0,1400050.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,61107,0,23.3,1399992.0,73.1,0.0,1966,9.76
2547,NonResidential,Compliant,18.0,8331082.0,Supermarket/Grocery Store,6213799.0,EAST,1.0,1.0,Supermarket/Grocery Store,44739,0,325.1,14544535.0,730.5,0.0,1998,388.09
2548,Multifamily LR (1-4),Compliant,44.0,1355615.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,42720,0,31.7,1355558.0,99.6,0.0,1984,9.45
2549,Multifamily LR (1-4),Compliant,100.0,192873.0,Multifamily Housing,283204.0,EAST,1.0,3.0,Low-Rise Multifamily,21892,0,21.7,476069.0,41.2,0.0,1909,16.39
2550,Multifamily MR (5-9),Compliant,90.0,1523583.0,Multifamily Housing,467978.0,MAGNOLIA / QUEEN ANNE,1.0,8.0,Mid-Rise Multifamily,80705,0,24.7,1991497.0,65.4,0.0,1992,35.48
2551,NonResidential,Compliant,,238234.0,Retail Store,2107090.0,NORTHEAST,1.0,1.0,Mixed Use Property,22778,0,53.6,2345314.0,67.7,0.0,1948,113.57
2552,NonResidential,Compliant,29.0,196508.0,Worship Facility,630542.0,BALLARD,1.0,2.0,Worship Facility,21562,0,39.3,827042.0,60.8,0.0,1956,34.86
2553,Multifamily MR (5-9),Compliant,95.0,689662.0,Multifamily Housing,269092.0,EAST,1.0,5.0,Mid-Rise Multifamily,31570,0,30.4,958725.0,77.5,0.0,1960,19.1
2554,NonResidential,Compliant,,230056.0,Other - Entertainment/Public Assembly,1157396.0,CENTRAL,1.0,1.0,Other,25753,0,53.9,1387442.0,75.2,0.0,1959,63.07
2555,NonResidential,Compliant,,7891949.0,Other - Recreation,16582194.0,EAST,1.0,3.0,Other,71280,0,343.3,24473814.0,591.9,0.0,1928,935.7
2556,SPS-District K-12,Compliant,82.0,571503.0,K-12 School,1486200.0,EAST,1.0,3.0,K-12 School,38297,0,53.7,2057679.0,87.6,0.0,1925,82.92
2557,NonResidential,Compliant,30.0,6590282.0,Senior Care Community,11439635.0,EAST,1.0,16.0,Senior Care Community,80995,72317,117.6,18029644.0,213.3,0.0,1963,653.5
2558,Multifamily LR (1-4),Compliant,92.0,694218.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,27498,9204,18.9,694189.0,59.4,0.0,1988,4.84
2559,Multifamily LR (1-4),Compliant,43.0,1109932.0,Multifamily Housing,914433.0,EAST,1.0,2.0,Low-Rise Multifamily,46613,0,58.4,2024319.0,128.3,0.0,1922,56.3
2560,Multifamily LR (1-4),Compliant,,611718.0,Multifamily Housing,0.0,SOUTHWEST,1.0,3.0,Low-Rise Multifamily,22982,0,26.6,611693.0,83.6,0.0,1962,4.26
2561,Multifamily LR (1-4),Compliant,88.0,563477.0,Multifamily Housing,0.0,SOUTHWEST,1.0,3.0,Low-Rise Multifamily,25016,0,22.5,563454.0,70.7,0.0,1958,3.93
2562,Multifamily LR (1-4),Compliant,90.0,585983.0,Multifamily Housing,0.0,SOUTHWEST,1.0,3.0,Low-Rise Multifamily,21642,5254,21.8,585959.0,68.4,0.0,1989,4.08
2563,NonResidential,Compliant,84.0,24876768.0,Office,4872130.0,DOWNTOWN,1.0,19.0,Mixed Use Property,1004813,201857,58.6,29747868.0,164.0,0.0,2009,432.18
2564,Multifamily LR (1-4),Compliant,,173544.0,Multifamily Housing,911117.0,EAST,1.0,3.0,Low-Rise Multifamily,22234,0,64.7,1084654.0,89.6,0.0,1929,49.6
2565,Multifamily MR (5-9),Compliant,28.0,1579545.0,Multifamily Housing,990254.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,62190,0,44.8,2569733.0,104.7,0.0,2009,63.6
2566,Multifamily LR (1-4),Compliant,71.0,504677.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,26472,0,19.1,504656.0,59.9,0.0,1979,3.52
2567,Multifamily MR (5-9),Compliant,27.0,2836202.0,Multifamily Housing,1278679.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,53402,38940,44.6,4114763.0,111.0,0.0,1993,87.68
2568,NonResidential,Compliant,14.0,533712.0,Worship Facility,658113.0,SOUTHEAST,1.0,1.0,Worship Facility,24200,0,49.2,1191803.0,97.8,0.0,1968,38.67
2569,Multifamily MR (5-9),Compliant,97.0,661220.0,Multifamily Housing,423990.0,EAST,1.0,5.0,Mid-Rise Multifamily,20930,12344,39.9,1085183.0,92.8,0.0,1998,27.13
2570,Multifamily LR (1-4),Compliant,86.0,244583.0,Multifamily Housing,939394.0,EAST,2.0,2.0,Low-Rise Multifamily,21073,10384,56.2,1183967.0,83.2,0.0,1948,51.6
2571,Multifamily LR (1-4),Compliant,44.0,266011.0,Multifamily Housing,1834722.0,EAST,1.0,4.0,Low-Rise Multifamily,26246,0,80.0,2100722.0,105.2,0.0,1917,99.3
2572,Multifamily LR (1-4),Compliant,89.0,575747.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,32615,0,19.6,575723.0,61.6,0.0,1961,4.01
2573,NonResidential,Compliant,,1009043.0,Residence Hall/Dormitory,982173.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Residence Hall/Dormitory,21302,2211,93.5,1991174.0,197.1,0.0,1981,59.2
2574,Multifamily MR (5-9),Compliant,91.0,610556.0,Multifamily Housing,0.0,SOUTHWEST,1.0,6.0,Mid-Rise Multifamily,25800,0,23.7,610531.0,74.3,0.0,2002,4.26
2575,Multifamily MR (5-9),Compliant,93.0,1429761.0,Multifamily Housing,627755.0,NORTHWEST,1.0,5.0,Mid-Rise Multifamily,82514,0,24.9,2057457.0,62.4,0.0,1998,43.31
2576,Multifamily LR (1-4),Compliant,81.0,519160.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,22202,0,23.4,519138.0,73.4,0.0,1977,3.62
2577,Multifamily LR (1-4),Compliant,55.0,1646240.0,Multifamily Housing,0.0,SOUTHWEST,1.0,4.0,Low-Rise Multifamily,71280,0,33.8,1646172.0,106.0,0.0,1989,11.48
2578,Multifamily LR (1-4),Compliant,64.0,892187.0,,0.0,DELRIDGE,1.0,3.0,Low-Rise Multifamily,35122,0,27.8,892150.0,87.2,0.0,1981,6.22
2579,Multifamily LR (1-4),Compliant,,436866.0,Multifamily Housing,0.0,DELRIDGE,1.0,3.0,Low-Rise Multifamily,24259,0,18.0,436848.0,56.5,0.0,1966,3.05
2580,NonResidential,Compliant,,356053.0,Self-Storage Facility,258730.0,DELRIDGE,1.0,3.0,"Self-Storage Facility
",66610,0,9.2,614768.0,20.8,0.0,1994,16.22
2581,Multifamily LR (1-4),Compliant,97.0,311700.0,Multifamily Housing,288855.0,EAST,1.0,3.0,Low-Rise Multifamily,22160,0,27.1,600543.0,57.9,0.0,1917,17.51
2582,Multifamily LR (1-4),Compliant,95.0,423542.0,Multifamily Housing,436919.0,EAST,1.0,3.0,Low-Rise Multifamily,24650,0,34.9,860443.0,72.6,0.0,1923,26.16
2583,Multifamily LR (1-4),Compliant,85.0,307621.0,Multifamily Housing,1165726.0,EAST,1.0,3.0,Low-Rise Multifamily,30040,0,49.0,1473334.0,72.9,0.0,1914,64.06
2584,Multifamily LR (1-4),Compliant,83.0,763725.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,27447,9438,27.8,763693.0,87.4,0.0,1990,5.32
2585,Multifamily MR (5-9),Compliant,95.0,833972.0,Multifamily Housing,0.0,EAST,1.0,5.0,Mid-Rise Multifamily,32753,16896,25.5,833938.0,79.9,0.0,2000,5.81
2586,Multifamily LR (1-4),Compliant,65.0,911404.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,28094,0,32.4,911366.0,101.9,0.0,1955,6.35
2587,Multifamily LR (1-4),Compliant,93.0,202164.0,Multifamily Housing,857268.0,EAST,1.0,4.0,Low-Rise Multifamily,22795,0,46.5,1059424.0,67.3,0.0,1927,46.94
2588,Multifamily MR (5-9),Compliant,99.0,4185780.0,Multifamily Housing,37074.0,LAKE UNION,1.0,7.0,Mid-Rise Multifamily,289076,0,21.4,4222682.0,66.7,0.0,2013,31.15
2589,Multifamily LR (1-4),Compliant,91.0,653166.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,26941,6021,24.2,653139.0,76.1,0.0,1987,4.55
2590,Multifamily LR (1-4),Compliant,,576076.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,18364,3632,31.4,576052.0,98.5,0.0,1969,4.02
2591,NonResidential,Compliant,57.0,244066.0,K-12 School,979240.0,NORTHWEST,1.0,2.0,K-12 School,23222,0,81.5,1223296.0,119.6,0.0,1938,53.71
2592,Multifamily LR (1-4),Compliant,73.0,1241968.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,49133,14457,25.3,1241917.0,79.4,0.0,1995,8.66
2593,Multifamily LR (1-4),Compliant,60.0,876908.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,23346,0,37.6,876871.0,117.9,0.0,1986,6.11
2594,NonResidential,Compliant,,1079403.0,Office,1543871.0,EAST,1.0,2.0,Mixed Use Property,24476,0,110.0,2623229.0,210.0,0.0,1924,89.52
2595,Multifamily MR (5-9),Compliant,65.0,756227.0,Multifamily Housing,0.0,EAST,1.0,5.0,Mid-Rise Multifamily,27320,0,27.7,756196.0,86.9,0.0,1908,5.27
2596,NonResidential,Compliant,,300321.0,Retail Store,511562.0,EAST,1.0,2.0,Retail Store,24750,0,36.0,811870.0,65.7,0.0,1910,29.26
2597,Multifamily LR (1-4),Compliant,85.0,515142.0,Multifamily Housing,386558.0,EAST,1.0,3.0,Low-Rise Multifamily,27792,0,32.4,901679.0,72.8,0.0,1924,24.12
2598,Multifamily MR (5-9),Compliant,28.0,339372.0,Multifamily Housing,1465017.0,EAST,1.0,5.0,Mid-Rise Multifamily,23600,0,76.5,1804375.0,110.3,0.0,1908,80.17
2599,NonResidential,Compliant,49.0,1505205.0,K-12 School,2369489.0,EAST,1.0,3.0,K-12 School,48783,0,79.4,3874632.0,147.9,0.0,1904,136.34
2600,NonResidential,Compliant,,389153.0,Other - Entertainment/Public Assembly,487167.0,EAST,1.0,2.0,Other,46560,0,18.8,876304.0,37.2,0.0,1954,28.59
2601,Multifamily LR (1-4),Compliant,42.0,1015214.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,29647,5491,34.2,1015172.0,107.5,0.0,1964,7.08
2602,Multifamily LR (1-4),Compliant,66.0,257302.0,Multifamily Housing,1115542.0,EAST,1.0,3.0,Low-Rise Multifamily,20340,0,67.5,1372834.0,97.3,0.0,1916,61.04
2603,Multifamily MR (5-9),Compliant,82.0,709145.0,Multifamily Housing,1850287.0,EAST,1.0,5.0,Mid-Rise Multifamily,46527,0,55.0,2559403.0,89.6,0.0,1960,103.21
2604,Multifamily LR (1-4),Compliant,92.0,383582.0,Multifamily Housing,1693045.0,EAST,1.0,3.0,Low-Rise Multifamily,46274,0,51.6,2076612.0,74.0,0.0,1924,92.59
2605,Multifamily LR (1-4),Compliant,22.0,706335.0,Multifamily Housing,545600.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,31008,0,51.6,1251906.0,114.9,0.0,1977,33.9
2606,Multifamily MR (5-9),Compliant,93.0,1371836.0,Multifamily Housing,0.0,LAKE UNION,1.0,5.0,Mid-Rise Multifamily,53862,0,28.1,1371779.0,88.3,0.0,1968,9.56
2607,NonResidential,Compliant,60.0,1464917.0,Bank Branch,0.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Other,30408,0,58.6,1464856.0,184.0,0.0,1980,10.21
2608,Multifamily MR (5-9),Compliant,,743762.0,Multifamily Housing,48284.0,MAGNOLIA / QUEEN ANNE,1.0,6.0,Mixed Use Property,22998,10980,39.7,792015.0,119.7,0.0,1995,7.75
2609,Multifamily MR (5-9),Compliant,95.0,1093929.0,Multifamily Housing,889373.0,MAGNOLIA / QUEEN ANNE,1.0,8.0,Mid-Rise Multifamily,45933,20271,34.5,1983256.0,76.0,0.0,2007,54.86
2610,Multifamily MR (5-9),Compliant,,518128.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,23893,7373,21.7,518107.0,68.1,0.0,1998,3.61
2611,NonResidential,Compliant,88.0,920487.0,Office,521182.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Small- and Mid-Sized Office,30109,0,50.8,1441631.0,121.0,0.0,1920,34.1
2612,Multifamily LR (1-4),Compliant,87.0,581613.0,Multifamily Housing,0.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,27480,0,21.2,581589.0,66.5,0.0,1980,4.05
2613,SPS-District K-12,Compliant,83.0,1025321.0,K-12 School,775053.0,SOUTHWEST,1.0,2.0,K-12 School,39929,0,45.1,1800331.0,101.0,0.0,1964,48.31
2614,Multifamily LR (1-4),Compliant,82.0,187868.0,Multifamily Housing,1224700.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,24920,0,56.7,1412561.0,75.3,0.0,1947,66.35
2615,NonResidential,Compliant,95.0,196888.0,Office,544389.0,MAGNOLIA / QUEEN ANNE,1.0,2.0,Small- and Mid-Sized Office,25481,0,29.1,741269.0,46.7,0.0,1960,30.29
2616,NonResidential,Compliant,69.0,6679288.0,Senior Care Community,12267980.0,SOUTHEAST,1.0,1.0,Senior Care Community,136744,4553,134.1,18946990.0,239.6,0.0,1967,698.11
2617,Multifamily HR (10+),Compliant,60.0,7131775.0,Multifamily Housing,0.0,DOWNTOWN,1.0,22.0,High-Rise Multifamily,195788,0,41.9,7131481.0,131.5,0.0,1983,49.72
2618,Multifamily LR (1-4),Compliant,90.0,942523.0,Multifamily Housing,8937.0,EAST,1.0,4.0,Low-Rise Multifamily,14113,15308,24.9,951421.0,77.7,0.0,2007,7.05
2619,Multifamily MR (5-9),Compliant,92.0,996287.0,Multifamily Housing,781406.0,MAGNOLIA / QUEEN ANNE,1.0,6.0,Mid-Rise Multifamily,48600,0,36.6,1777652.0,81.2,0.0,1997,48.45
2620,Multifamily MR (5-9),Compliant,66.0,407746.0,Multifamily Housing,1004857.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,29803,0,57.0,1412586.0,94.2,0.0,1991,56.21
2621,Multifamily LR (1-4),Compliant,9.0,1272808.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,30230,10664,42.1,1272755.0,132.2,0.0,1985,8.87
2622,Multifamily MR (5-9),Compliant,,728232.0,Multifamily Housing,20573.0,NORTHWEST,1.0,5.0,Mid-Rise Multifamily,24227,11616,30.9,748775.0,95.3,0.0,2009,6.17
2623,Multifamily LR (1-4),Compliant,74.0,1230061.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,47419,0,25.9,1230010.0,81.4,0.0,1981,8.57
2624,Multifamily MR (5-9),Compliant,94.0,1620363.0,Multifamily Housing,755129.0,LAKE UNION,1.0,7.0,Mid-Rise Multifamily,88450,0,24.7,2375425.0,61.2,0.0,2013,51.4
2625,NonResidential,Compliant,80.0,1526181.0,Office,478659.0,LAKE UNION,1.0,2.0,Small- and Mid-Sized Office,27788,0,53.5,2004777.0,141.2,0.0,1912,36.06
2626,Multifamily MR (5-9),Compliant,72.0,3940365.0,Multifamily Housing,2522736.0,LAKE UNION,1.0,6.0,Mid-Rise Multifamily,524720,0,40.9,6462938.0,95.2,0.0,2006,161.45
2627,Multifamily LR (1-4),Compliant,43.0,390503.0,Multifamily Housing,3067997.0,EAST,1.0,4.0,Low-Rise Multifamily,37059,6037,80.2,3458484.0,103.2,0.0,1928,165.66
2628,Multifamily LR (1-4),Compliant,66.0,670394.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,23242,0,28.8,670367.0,90.6,0.0,1914,4.67
2629,Multifamily MR (5-9),Compliant,72.0,1064244.0,Multifamily Housing,689909.0,EAST,1.0,8.0,Mid-Rise Multifamily,49256,0,35.6,1754108.0,82.5,0.0,1968,44.06
2630,Multifamily LR (1-4),Compliant,96.0,630867.0,Multifamily Housing,345696.0,EAST,1.0,3.0,Low-Rise Multifamily,33736,0,28.9,976537.0,69.5,0.0,1906,22.76
2631,Multifamily LR (1-4),Compliant,70.0,687077.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,27656,2584,24.8,687049.0,78.0,0.0,1965,4.79
2632,Multifamily LR (1-4),Compliant,92.0,400820.0,Multifamily Housing,314924.0,EAST,1.0,3.0,Low-Rise Multifamily,25958,0,27.6,715728.0,61.2,0.0,1926,19.52
2633,Multifamily LR (1-4),Compliant,73.0,778733.0,Multifamily Housing,1547864.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,55372,0,42.0,2326565.0,73.5,0.0,1993,87.64
2634,NonResidential,Compliant,84.0,995707.0,Hotel,934033.0,NORTHWEST,1.0,4.0,Hotel,33120,8584,46.3,1929698.0,98.5,0.0,1990,56.55
2635,Multifamily LR (1-4),Compliant,69.0,197495.0,Multifamily Housing,1050582.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,23585,1795,49.2,1248069.0,67.9,0.0,1930,57.17
2636,Multifamily LR (1-4),Compliant,60.0,989836.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,39967,0,26.7,989795.0,83.7,0.0,1965,6.9
2637,NonResidential,Compliant,,2542190.0,Other,903528.0,GREATER DUWAMISH,1.0,1.0,Other,36000,0,97.3,3445613.0,252.3,0.0,1950,65.71
2638,NonResidential,Compliant,52.0,193851.0,Non-Refrigerated Warehouse,335229.0,GREATER DUWAMISH,1.0,2.0,Non-Refrigerated Warehouse,22324,0,25.2,529072.0,45.7,0.0,1941,19.16
2639,NonResidential,Compliant,,916795.0,Other - Entertainment/Public Assembly,579955.0,GREATER DUWAMISH,1.0,2.0,Other,31360,0,46.8,1496712.0,109.0,0.0,1946,37.19
2640,NonResidential,Compliant,,1290194.0,Retail Store,669563.0,GREATER DUWAMISH,1.0,1.0,Mixed Use Property,30496,0,60.1,1959703.0,145.7,0.0,1947,44.55
2641,Multifamily LR (1-4),Compliant,73.0,2033777.0,Multifamily Housing,1847937.0,NORTH,1.0,4.0,Low-Rise Multifamily,99893,0,38.9,3881630.0,83.4,0.0,1979,112.32
2642,Multifamily LR (1-4),Compliant,100.0,849916.0,Multifamily Housing,2284740.0,NORTH,1.0,4.0,Low-Rise Multifamily,140594,0,22.3,3134621.0,36.0,0.0,1984,127.27
2643,Multifamily LR (1-4),Compliant,50.0,2461608.0,Multifamily Housing,152101.0,NORTH,1.0,3.0,Low-Rise Multifamily,102298,0,29.6,2613607.0,89.4,0.0,1979,25.24
2644,Multifamily LR (1-4),Compliant,48.0,1185008.0,Multifamily Housing,980412.0,EAST,1.0,3.0,Low-Rise Multifamily,61776,5528,35.8,2165371.0,78.5,0.0,1925,60.33
2645,Multifamily LR (1-4),Compliant,73.0,3087027.0,Senior Care Community,1125250.0,NORTH,1.0,4.0,Senior Care Community,88839,11102,47.4,4212149.0,122.4,0.0,2005,81.28
2646,Multifamily LR (1-4),Compliant,94.0,245159.0,Multifamily Housing,850137.0,EAST,1.0,3.0,Low-Rise Multifamily,22800,0,48.0,1095286.0,72.9,0.0,1907,46.86
2647,NonResidential,Compliant,83.0,844715.0,Office,117069.0,EAST,1.0,3.0,Small- and Mid-Sized Office,27600,0,43.0,961749.0,124.2,0.0,1922,12.11
2648,Multifamily LR (1-4),Compliant,93.0,597235.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,26684,0,22.4,597210.0,70.3,0.0,1907,4.16
2649,Multifamily MR (5-9),Compliant,98.0,688753.0,Multifamily Housing,2746962.0,EAST,1.0,6.0,Mid-Rise Multifamily,72576,0,47.3,3435687.0,69.5,0.0,1923,150.69
2650,Multifamily MR (5-9),Compliant,31.0,434395.0,Multifamily Housing,1968158.0,EAST,1.0,6.0,Mid-Rise Multifamily,33279,0,75.6,2402535.0,107.9,0.0,1926,107.56
2651,Multifamily MR (5-9),Compliant,96.0,1132575.0,Multifamily Housing,545353.0,EAST,1.0,8.0,Mid-Rise Multifamily,49357,8147,29.2,1677881.0,71.8,0.0,1925,36.86
2652,Multifamily LR (1-4),Compliant,97.0,389337.0,Multifamily Housing,1347454.0,EAST,1.0,3.0,Low-Rise Multifamily,25536,0,68.0,1736775.0,103.3,0.0,1906,74.28
2653,Multifamily LR (1-4),Compliant,90.0,888598.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,30720,0,28.9,888561.0,90.8,0.0,1989,6.19
2654,Multifamily LR (1-4),Compliant,95.0,816542.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,44832,0,18.2,816508.0,57.2,0.0,1987,5.69
2655,Multifamily LR (1-4),Compliant,99.0,1366933.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,78120,0,19.6,1366876.0,61.5,0.0,1968,9.53
2656,NonResidential,Compliant,56.0,2690671.0,Senior Care Community,3257448.0,NORTHWEST,1.0,2.0,Senior Care Community,55974,0,106.2,5948007.0,211.9,0.0,1961,191.76
2657,Multifamily LR (1-4),Compliant,94.0,530509.0,Multifamily Housing,32750.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,28256,0,19.9,563237.0,60.2,0.0,1916,5.44
2658,Multifamily LR (1-4),Compliant,,632560.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,27413,11822,29.6,632534.0,92.8,0.0,2001,4.41
2659,SPS-District K-12,Compliant,82.0,1181533.0,K-12 School,804900.0,GREATER DUWAMISH,1.0,2.0,K-12 School,52901,0,37.5,1986384.0,86.1,0.0,1971,50.98
2660,Multifamily LR (1-4),Compliant,27.0,2009408.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,59502,0,37.4,2009324.0,117.4,0.0,1968,14.01
2661,NonResidential,Compliant,94.0,803290.0,Senior Care Community,1125755.0,NORTH,1.0,1.0,Senior Care Community,22583,0,85.4,1929011.0,164.0,0.0,1954,65.39
2662,Multifamily LR (1-4),Compliant,,688173.0,Multifamily Housing,0.0,NORTH,1.0,3.0,Low-Rise Multifamily,21712,0,31.7,688145.0,99.5,0.0,1978,4.8
2663,Multifamily LR (1-4),Compliant,96.0,265865.0,Multifamily Housing,324339.0,LAKE UNION,1.0,3.0,Low-Rise Multifamily,28187,0,20.9,590193.0,41.7,0.0,1925,19.08
2664,NonResidential,Compliant,46.0,2051586.0,Office,0.0,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,24328,7358,64.7,2051501.0,203.3,0.0,1997,14.3
2665,NonResidential,Compliant,95.0,654691.0,Office,0.0,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,20660,6034,26.3,654664.0,82.5,0.0,1981,4.56
2666,Multifamily LR (1-4),Compliant,62.0,531585.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,17026,4414,31.2,531563.0,98.0,0.0,1967,3.71
2667,Multifamily LR (1-4),Compliant,52.0,588863.0,Multifamily Housing,0.0,BALLARD,1.0,3.0,Low-Rise Multifamily,20143,0,29.2,588839.0,91.8,0.0,1969,4.11
2668,Multifamily LR (1-4),Compliant,100.0,153297.0,Multifamily Housing,466119.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,21158,0,29.3,619409.0,45.9,0.0,1926,25.82
2669,NonResidential,Compliant,68.0,230374.0,Non-Refrigerated Warehouse,0.0,NORTHWEST,1.0,1.0,Non-Refrigerated Warehouse,29400,0,9.2,230365.0,28.9,0.0,1972,1.61
2670,NonResidential,Compliant,78.0,589893.0,Hotel,764350.0,GREATER DUWAMISH,1.0,3.0,Hotel,22452,0,60.3,1354219.0,118.2,0.0,1992,44.71
2671,Multifamily MR (5-9),Compliant,95.0,1877371.0,Multifamily Housing,679623.0,EAST,1.0,6.0,Mid-Rise Multifamily,80600,33065,22.5,2556916.0,58.1,0.0,1989,49.18
2672,Multifamily LR (1-4),Compliant,,465377.0,Multifamily Housing,326282.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,20448,0,39.5,791640.0,90.0,0.0,1998,20.57
2673,Multifamily HR (10+),Compliant,14.0,2918915.0,Multifamily Housing,610848.0,NORTHEAST,1.0,10.0,High-Rise Multifamily,78600,0,44.9,3529643.0,124.8,0.0,1971,52.79
2674,Multifamily LR (1-4),Compliant,91.0,434243.0,Multifamily Housing,376317.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,23840,4156,34.0,810543.0,73.8,0.0,1928,23.01
2675,NonResidential,Compliant,19.0,1644301.0,Bank Branch,0.0,NORTHEAST,1.0,2.0,Other,25767,0,94.3,1644233.0,296.1,0.0,1912,11.46
2676,NonResidential,Compliant,72.0,1351956.0,Retail Store,501371.0,NORTHEAST,1.0,4.0,Retail Store,33910,0,63.8,1853271.0,164.3,0.0,1953,36.05
2677,NonResidential,Compliant,,993032.0,Worship Facility,1156331.0,NORTHEAST,1.0,2.0,Worship Facility,78401,0,27.4,2149322.0,55.2,0.0,1927,68.34
2678,Multifamily LR (1-4),Compliant,84.0,238729.0,Multifamily Housing,855624.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,26008,0,45.6,1094343.0,68.7,0.0,1923,47.11
2679,Multifamily LR (1-4),Compliant,77.0,712155.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,22184,12778,20.4,712126.0,64.0,0.0,1999,4.96
2680,Multifamily LR (1-4),Compliant,90.0,621723.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,22181,4004,23.7,621698.0,74.6,0.0,1959,4.33
2681,Multifamily MR (5-9),Compliant,92.0,3418444.0,Multifamily Housing,0.0,NORTHEAST,1.0,7.0,Mid-Rise Multifamily,97205,33395,26.2,3418302.0,82.2,0.0,2007,23.83
2682,Multifamily LR (1-4),Compliant,90.0,296871.0,Multifamily Housing,255532.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,20602,1416,25.1,552391.0,54.5,0.0,1926,15.64
2683,Multifamily LR (1-4),Compliant,23.0,942401.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,25721,0,36.6,942362.0,115.0,0.0,1983,6.57
2684,Multifamily LR (1-4),Compliant,87.0,788087.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,27432,0,28.1,788055.0,88.3,0.0,1985,5.49
